Airline,Source,Destination,Total_Stops,Price,Date,Month,Year,Dep_hours,Dep_min,Arrival_hours,Arrival_min,Duration_hours,Duration_min
Jet Airways,Banglore,Delhi,0,6600,21,4,2023,7,10,10,10,2,0
Air Asia,Kolkata,Banglore,1,3475,27,6,2023,22,50,1,20,3,30
Multiple carriers,Delhi,Cochin,2,7025,21,3,2023,15,15,1,35,9,20
Air India,Kolkata,Banglore,1,11616,18,5,2023,5,50,8,55,20,5
SpiceJet,Mumbai,Hyderabad,1,1985,15,5,2023,13,15,14,45,2,30
IndiGo,Delhi,Cochin,2,6051,27,5,2023,9,15,1,30,15,15
Jet Airways,Delhi,Cochin,1,12212,12,6,2023,14,35,4,25,12,50
IndiGo,Kolkata,Banglore,1,3787,27,3,2023,15,10,17,45,2,35
Jet Airways,Delhi,Cochin,2,8449,27,3,2023,5,25,4,25,20,0
Jet Airways,Banglore,Delhi,1,7318,24,6,2023,18,55,22,0,3,5
Jet Airways,Banglore,Delhi,0,3679,1,5,2023,17,45,20,45,2,0
Jet Airways,Banglore,Delhi,0,4745,12,5,2023,17,45,20,45,2,0
Air Asia,Kolkata,Banglore,1,4025,15,4,2023,19,55,22,25,3,30
Air India,Mumbai,Hyderabad,1,9205,1,3,2023,13,55,15,25,1,30
Jet Airways,Kolkata,Banglore,1,8822,18,5,2023,14,5,10,5,20,0
SpiceJet,Banglore,Delhi,0,3625,3,4,2023,5,55,8,35,3,40
IndiGo,Chennai,Kolkata,1,5749,15,3,2023,7,55,10,15,2,20
SpiceJet,Banglore,Delhi,0,3262,9,5,2023,5,55,8,35,3,40
Jet Airways,Kolkata,Banglore,1,9900,21,5,2023,14,5,22,35,8,30
IndiGo,Banglore,Delhi,0,4038,27,4,2023,6,5,8,50,3,45
Jet Airways,Banglore,Delhi,2,17552,6,3,2023,14,5,21,20,8,15
IndiGo,Chennai,Kolkata,0,5749,12,3,2023,22,5,0,30,2,25
SpiceJet,Kolkata,Banglore,1,3514,6,3,2023,22,20,0,40,1,20
Multiple carriers,Delhi,Cochin,0,13766,6,3,2023,8,0,15,30,8,30
IndiGo,Kolkata,Banglore,1,3839,12,5,2023,19,20,23,45,5,25
Air India,Banglore,Delhi,0,4773,27,5,2023,13,20,16,10,2,50
Multiple carriers,Delhi,Cochin,1,6763,6,6,2023,7,0,21,0,13,0
Jet Airways,Banglore,Delhi,1,6600,9,6,2023,11,10,14,5,2,55
Jet Airways,Delhi,Cochin,1,9969,15,6,2023,14,35,4,25,13,50
Jet Airways,Banglore,Delhi,1,4148,1,5,2023,15,15,18,10,1,55
Jet Airways,Delhi,Cochin,1,5971,21,3,2023,8,0,4,25,19,25
Jet Airways,Delhi,Cochin,3,8658,21,3,2023,19,10,18,50,20,40
Jet Airways,Delhi,Cochin,1,14680,21,5,2023,10,0,19,0,8,0
Multiple carriers,Delhi,Cochin,1,12213,1,6,2023,18,15,1,30,7,15
IndiGo,Banglore,Delhi,1,4403,3,6,2023,18,55,21,50,3,55
Jet Airways,Kolkata,Banglore,2,12920,15,5,2023,17,0,10,55,18,55
GoAir,Kolkata,Banglore,1,5564,9,5,2023,23,30,7,45,9,15
Air India,Delhi,Cochin,1,10982,27,5,2023,10,0,19,15,8,15
Air India,Kolkata,Banglore,2,4051,6,4,2023,19,0,11,5,17,5
IndiGo,Banglore,Delhi,0,3121,27,6,2023,1,30,4,15,3,45
IndiGo,Banglore,Delhi,0,3600,1,4,2023,10,10,13,0,3,50
Multiple carriers,Delhi,Cochin,2,12364,21,3,2023,14,0,1,35,11,35
Air India,Delhi,Cochin,1,6549,27,6,2023,17,40,23,0,5,20
IndiGo,Mumbai,Hyderabad,1,6771,9,3,2023,9,10,10,35,1,25
Jet Airways,Delhi,Cochin,1,15250,9,5,2023,13,25,4,25,15,0
Air India,Kolkata,Banglore,1,4049,18,3,2023,20,45,23,20,2,35
Air India,Kolkata,Banglore,1,10437,21,5,2023,9,25,5,35,20,10
Air Asia,Banglore,Delhi,0,3088,21,6,2023,23,55,2,45,2,50
IndiGo,Kolkata,Banglore,1,4386,21,4,2023,4,40,7,15,1,35
Air Asia,Banglore,Delhi,0,3088,27,5,2023,4,55,7,45,1,50
IndiGo,Kolkata,Banglore,2,6382,24,5,2023,15,10,20,30,5,20
Air India,Delhi,Cochin,2,9532,9,5,2023,5,0,19,15,20,15
IndiGo,Delhi,Cochin,2,4631,21,3,2023,7,35,12,0,5,25
Multiple carriers,Delhi,Cochin,2,7025,21,3,2023,10,20,1,35,16,15
Air India,Delhi,Cochin,1,6829,24,5,2023,20,40,9,25,12,45
Jet Airways,Delhi,Cochin,2,9369,9,6,2023,11,30,12,35,20,5
Jet Airways,Banglore,Delhi,2,12615,12,3,2023,22,55,11,25,11,30
Jet Airways,Kolkata,Banglore,1,11930,21,5,2023,9,35,19,10,9,35
SpiceJet,Mumbai,Hyderabad,0,1794,6,6,2023,13,15,14,45,2,30
IndiGo,Delhi,Cochin,1,6093,6,6,2023,6,50,16,10,9,20
Air India,Mumbai,Hyderabad,3,14765,12,3,2023,5,5,16,55,12,50
Multiple carriers,Delhi,Cochin,2,6635,24,6,2023,12,50,19,15,5,25
Jet Airways,Banglore,Delhi,2,15999,15,3,2023,7,0,12,15,5,15
Multiple carriers,Delhi,Cochin,1,7201,21,5,2023,18,0,1,30,7,30
IndiGo,Mumbai,Hyderabad,1,2514,6,6,2023,19,5,20,35,1,30
Air India,Banglore,Delhi,3,9653,3,3,2023,12,0,23,55,10,55
Multiple carriers,Delhi,Cochin,1,10763,9,6,2023,11,40,19,0,8,20
Jet Airways,Kolkata,Banglore,2,11930,6,5,2023,20,25,19,10,20,45
IndiGo,Banglore,Delhi,1,3869,24,3,2023,0,40,3,25,1,45
Multiple carriers,Delhi,Cochin,2,8942,21,5,2023,7,30,19,0,10,30
Air India,Delhi,Cochin,2,6952,21,3,2023,7,5,9,25,20,20
Jet Airways,Delhi,Cochin,3,10649,21,3,2023,10,20,4,25,20,5
Jet Airways,Kolkata,Banglore,0,6449,1,4,2023,6,30,19,50,14,20
IndiGo,Kolkata,Banglore,0,3477,15,4,2023,19,20,23,45,5,25
SpiceJet,Kolkata,Banglore,0,3506,18,6,2023,17,10,19,40,3,30
Multiple carriers,Delhi,Cochin,2,6203,27,5,2023,11,40,1,30,13,50
IndiGo,Kolkata,Banglore,1,4167,24,4,2023,15,15,20,5,4,50
IndiGo,Delhi,Cochin,2,11276,9,3,2023,18,35,1,35,8,0
IndiGo,Delhi,Cochin,0,4584,18,3,2023,21,5,0,20,3,15
Air India,Delhi,Cochin,2,9556,21,5,2023,13,5,9,25,20,20
Air India,Banglore,Delhi,1,5588,15,4,2023,17,0,19,45,3,45
SpiceJet,Chennai,Kolkata,1,5751,15,3,2023,17,45,20,5,2,20
Air Asia,Banglore,Delhi,1,9782,1,3,2023,5,50,8,40,3,50
Air India,Kolkata,Banglore,1,5030,24,5,2023,14,15,16,45,3,30
Jet Airways,Banglore,Delhi,1,5609,3,5,2023,18,55,22,0,2,5
Jet Airways,Delhi,Cochin,3,17647,6,3,2023,19,10,19,45,20,35
Air India,Mumbai,Hyderabad,2,12100,6,3,2023,12,45,19,25,20,40
Jet Airways,Kolkata,Banglore,0,12728,12,5,2023,6,30,19,50,13,20
IndiGo,Kolkata,Banglore,0,4097,1,4,2023,20,20,22,55,1,35
SpiceJet,Kolkata,Banglore,1,3506,3,6,2023,6,55,9,30,1,35
Multiple carriers,Delhi,Cochin,0,6916,15,5,2023,11,25,19,15,7,50
Air India,Delhi,Cochin,1,9100,27,5,2023,16,40,19,15,20,35
Jet Airways,Delhi,Cochin,2,13812,9,5,2023,13,25,19,0,20,35
IndiGo,Kolkata,Banglore,2,4440,6,5,2023,7,10,12,40,4,30
Air India,Delhi,Cochin,0,6829,3,6,2023,17,20,9,25,15,5
Multiple carriers,Delhi,Cochin,0,14486,6,3,2023,7,0,18,50,10,50
Jet Airways,Kolkata,Banglore,1,11930,21,5,2023,9,35,22,5,13,30
Air India,Kolkata,Banglore,2,7638,9,5,2023,16,50,7,55,15,5
Air India,Delhi,Cochin,1,19694,3,3,2023,12,55,19,15,20,20
Air Asia,Banglore,Delhi,0,3909,12,5,2023,4,55,7,45,3,50
Air India,Delhi,Cochin,2,12408,9,5,2023,16,55,19,15,20,20
Vistara,Kolkata,Banglore,0,7237,1,4,2023,20,20,23,25,20,5
Jet Airways,Delhi,Cochin,1,13434,3,6,2023,15,0,19,0,20,0
Jet Airways,Banglore,Delhi,2,10122,12,3,2023,18,55,16,10,20,15
Air India,Delhi,Cochin,2,25858,1,3,2023,4,0,7,40,20,40
Jet Airways,Kolkata,Banglore,2,8503,1,5,2023,17,0,19,10,20,10
IndiGo,Delhi,Cochin,0,6445,9,6,2023,15,10,20,0,3,50
IndiGo,Chennai,Kolkata,0,7212,1,3,2023,11,35,14,0,1,25
Jet Airways,Mumbai,Hyderabad,0,5184,24,6,2023,2,55,4,20,2,25
IndiGo,Kolkata,Banglore,2,4437,24,4,2023,19,35,0,10,3,35
SpiceJet,Mumbai,Hyderabad,0,1841,1,5,2023,5,45,7,15,2,30
IndiGo,Kolkata,Banglore,1,4628,12,6,2023,8,10,13,0,4,50
Vistara,Kolkata,Banglore,2,8579,9,6,2023,7,10,10,45,20,35
IndiGo,Delhi,Cochin,2,4631,6,4,2023,10,35,15,35,4,0
Air India,Kolkata,Banglore,3,13827,24,3,2023,5,55,23,15,16,20
Multiple carriers,Delhi,Cochin,0,7394,24,6,2023,9,15,19,15,10,0
Air India,Banglore,Delhi,1,13324,6,3,2023,11,50,19,50,8,0
IndiGo,Delhi,Cochin,0,4317,27,3,2023,14,30,17,35,3,5
IndiGo,Kolkata,Banglore,0,4386,21,5,2023,22,15,0,50,3,35
Jet Airways,Delhi,Cochin,2,17935,27,5,2023,11,40,19,0,6,20
Air India,Delhi,Cochin,2,7903,27,3,2023,19,45,19,15,20,30
Jet Airways,Delhi,Cochin,2,11881,9,6,2023,9,40,12,35,20,55
IndiGo,Delhi,Cochin,0,5881,27,3,2023,6,40,16,10,8,30
Jet Airways,Delhi,Cochin,2,11296,9,5,2023,13,0,12,35,20,35
Jet Airways,Kolkata,Banglore,1,9622,6,6,2023,9,35,14,25,20,50
Jet Airways,Kolkata,Banglore,1,9900,21,5,2023,20,0,9,20,13,20
Vistara,Kolkata,Banglore,2,7716,6,6,2023,17,0,9,5,17,5
IndiGo,Delhi,Cochin,0,6522,18,5,2023,8,35,22,30,14,55
SpiceJet,Banglore,Delhi,0,4680,9,3,2023,20,30,23,20,3,50
Multiple carriers,Delhi,Cochin,0,6203,12,6,2023,19,0,1,30,7,30
Jet Airways,Kolkata,Banglore,0,7839,12,5,2023,21,10,10,5,13,55
SpiceJet,Kolkata,Banglore,0,4052,18,5,2023,9,0,11,25,2,25
SpiceJet,Banglore,Delhi,1,5665,15,3,2023,9,35,12,30,1,55
IndiGo,Banglore,Delhi,1,3911,6,5,2023,0,30,3,25,2,55
Jet Airways,Kolkata,Banglore,2,13303,6,6,2023,16,30,23,35,7,5
Air Asia,Kolkata,Banglore,0,3475,6,4,2023,19,55,22,25,3,30
SpiceJet,Kolkata,Banglore,0,3515,6,3,2023,6,55,9,35,3,40
SpiceJet,Kolkata,Banglore,2,7741,18,5,2023,11,35,18,50,7,15
Multiple carriers,Delhi,Cochin,2,7370,18,5,2023,9,0,21,0,11,0
IndiGo,Banglore,Delhi,0,3600,1,6,2023,13,0,15,50,2,50
IndiGo,Chennai,Kolkata,1,3955,9,5,2023,11,35,14,0,1,25
SpiceJet,Kolkata,Banglore,1,3810,27,4,2023,17,10,19,40,1,30
Air India,Banglore,Delhi,2,13324,1,3,2023,11,50,8,55,20,5
Jet Airways,Delhi,Cochin,3,10506,3,6,2023,5,30,19,0,13,30
Multiple carriers,Delhi,Cochin,0,5562,15,6,2023,7,10,22,30,14,20
IndiGo,Banglore,Delhi,0,7334,24,3,2023,18,25,21,20,2,55
IndiGo,Banglore,Delhi,1,4403,27,6,2023,16,55,19,55,3,0
Jet Airways,Delhi,Cochin,3,12135,3,6,2023,21,25,12,35,14,10
Multiple carriers,Delhi,Cochin,1,8697,15,6,2023,11,40,19,15,7,35
SpiceJet,Kolkata,Banglore,0,3483,21,3,2023,22,20,0,40,2,20
IndiGo,Chennai,Kolkata,0,3284,27,6,2023,13,15,15,35,3,20
Jet Airways,Delhi,Cochin,1,12212,15,6,2023,14,35,4,25,12,50
SpiceJet,Mumbai,Hyderabad,0,1841,9,5,2023,5,45,7,15,1,30
Air India,Kolkata,Banglore,2,10821,24,3,2023,9,25,1,20,16,55
Jet Airways,Delhi,Cochin,0,9369,12,6,2023,13,0,19,0,6,0
SpiceJet,Chennai,Kolkata,1,3523,24,3,2023,9,30,12,5,3,35
Air India,Kolkata,Banglore,3,11635,9,6,2023,7,0,5,25,20,25
Multiple carriers,Delhi,Cochin,1,16877,1,6,2023,17,50,1,30,7,40
Air India,Kolkata,Banglore,1,12076,6,5,2023,9,50,8,55,20,5
IndiGo,Chennai,Kolkata,0,3284,21,6,2023,19,35,21,55,1,20
IndiGo,Kolkata,Banglore,0,4386,12,5,2023,15,15,17,45,1,30
IndiGo,Banglore,Delhi,0,4038,15,6,2023,6,5,8,50,2,45
Jet Airways,Delhi,Cochin,1,9369,9,6,2023,15,0,12,35,20,35
SpiceJet,Chennai,Kolkata,0,3234,6,5,2023,9,45,12,0,2,15
IndiGo,Kolkata,Banglore,1,3810,12,4,2023,21,25,0,5,3,40
SpiceJet,Delhi,Cochin,1,6467,9,3,2023,16,35,22,50,6,15
Air India,Kolkata,Banglore,1,13658,15,5,2023,9,50,8,55,20,5
Jet Airways,Kolkata,Banglore,1,12178,24,3,2023,6,30,16,20,8,50
Jet Airways,Banglore,Delhi,1,6600,12,4,2023,8,20,11,20,4,0
IndiGo,Delhi,Cochin,2,6224,18,5,2023,5,5,16,10,11,5
Jet Airways,Delhi,Cochin,2,12212,6,6,2023,6,45,4,25,20,40
IndiGo,Delhi,Cochin,1,5766,9,6,2023,15,0,1,30,11,30
Air India,Delhi,Cochin,0,4748,18,6,2023,18,5,21,10,2,5
IndiGo,Delhi,Cochin,1,10004,18,5,2023,23,30,4,35,5,5
IndiGo,Chennai,Kolkata,0,3522,21,6,2023,11,35,14,0,2,25
Jet Airways,Delhi,Cochin,2,9369,9,6,2023,13,0,19,0,5,0
Air India,Kolkata,Banglore,2,8213,24,5,2023,9,10,13,15,4,5
Jet Airways,Delhi,Cochin,1,7393,27,3,2023,5,10,19,45,20,35
SpiceJet,Chennai,Kolkata,0,3234,1,5,2023,8,20,10,35,2,15
Multiple carriers,Delhi,Cochin,0,9613,24,5,2023,7,30,19,0,12,30
Jet Airways,Delhi,Cochin,1,6790,21,3,2023,2,15,18,50,15,35
Jet Airways,Delhi,Cochin,2,11296,9,5,2023,14,0,4,25,15,25
IndiGo,Banglore,Delhi,1,4403,27,5,2023,7,10,10,5,2,55
Jet Airways,Banglore,Delhi,0,5267,21,6,2023,8,20,11,20,3,0
Multiple carriers,Delhi,Cochin,1,8255,21,3,2023,7,0,13,20,5,20
Air India,Delhi,Cochin,2,4288,6,4,2023,17,20,9,25,16,5
Jet Airways,Kolkata,Banglore,0,9900,9,5,2023,14,5,19,50,6,45
Air Asia,Banglore,Delhi,0,7687,9,6,2023,4,55,7,45,2,50
Multiple carriers,Delhi,Cochin,1,6905,6,3,2023,7,10,16,10,10,0
Air India,Delhi,Cochin,1,6829,15,5,2023,20,40,9,25,12,45
Jet Airways,Banglore,Delhi,0,3679,6,5,2023,11,10,14,5,1,55
Multiple carriers,Delhi,Cochin,0,5946,12,6,2023,7,10,22,30,16,20
Jet Airways,Kolkata,Banglore,2,7628,9,6,2023,10,20,17,35,8,15
Multiple carriers,Delhi,Cochin,3,15206,21,5,2023,15,5,1,30,11,25
Jet Airways,Kolkata,Banglore,0,9900,18,5,2023,5,45,18,15,13,30
SpiceJet,Kolkata,Banglore,0,3536,21,6,2023,17,10,19,40,1,30
IndiGo,Kolkata,Banglore,0,4769,9,6,2023,15,15,17,45,3,30
Jet Airways,Kolkata,Banglore,0,9900,15,5,2023,16,30,12,0,19,30
IndiGo,Kolkata,Banglore,0,4362,3,3,2023,5,30,8,20,1,50
Jet Airways,Delhi,Cochin,1,14872,9,3,2023,20,50,18,50,20,0
Air India,Delhi,Cochin,1,5180,18,3,2023,5,10,8,0,2,50
Air India,Mumbai,Hyderabad,3,11735,12,3,2023,6,0,11,55,20,55
Air India,Banglore,Delhi,1,7692,9,3,2023,22,0,11,5,14,5
Jet Airways,Delhi,Cochin,3,8516,21,3,2023,5,30,18,50,20,20
Multiple carriers,Delhi,Cochin,1,15573,3,3,2023,2,15,15,30,14,15
Jet Airways,Banglore,Delhi,0,6600,3,5,2023,19,50,22,50,3,0
IndiGo,Delhi,Cochin,2,13577,3,3,2023,11,30,21,0,10,30
Jet Airways,Delhi,Cochin,1,13056,27,6,2023,12,15,19,0,20,45
Jet Airways,Kolkata,Banglore,1,7787,12,6,2023,21,10,9,20,12,10
Multiple carriers,Delhi,Cochin,2,9930,9,6,2023,4,55,19,0,13,5
IndiGo,Kolkata,Banglore,2,4917,21,5,2023,17,35,22,15,5,40
Multiple carriers,Delhi,Cochin,1,10611,27,3,2023,10,45,18,50,7,5
Multiple carriers,Delhi,Cochin,1,9309,27,5,2023,3,50,19,0,16,10
Air Asia,Delhi,Cochin,1,7329,21,5,2023,16,45,22,30,5,45
IndiGo,Mumbai,Hyderabad,1,2514,1,6,2023,12,0,13,30,1,30
Air India,Banglore,Delhi,1,6191,3,3,2023,8,15,21,25,12,10
SpiceJet,Kolkata,Banglore,0,3506,21,5,2023,17,10,19,40,3,30
Multiple carriers,Delhi,Cochin,2,7546,6,6,2023,10,20,19,15,9,55
IndiGo,Banglore,Delhi,0,5609,24,3,2023,7,10,10,5,1,55
Jet Airways,Banglore,Delhi,0,4148,24,4,2023,11,10,14,5,2,55
Jet Airways,Delhi,Cochin,3,13184,3,6,2023,5,30,12,35,7,5
Air India,Mumbai,Hyderabad,0,2830,12,6,2023,21,5,22,25,2,20
Jet Airways,Kolkata,Banglore,2,11930,18,5,2023,20,25,14,25,19,0
Jet Airways,Kolkata,Banglore,0,7787,12,6,2023,18,55,23,35,20,40
IndiGo,Delhi,Cochin,1,5881,15,5,2023,8,35,16,10,7,35
Multiple carriers,Delhi,Cochin,1,5916,27,6,2023,10,20,21,0,11,40
Air India,Banglore,Delhi,1,10045,3,3,2023,10,30,11,20,20,50
Vistara,Banglore,Delhi,0,4261,12,6,2023,21,0,23,50,1,50
Jet Airways,Kolkata,Banglore,0,12728,9,5,2023,6,30,4,40,20,10
Vistara,Kolkata,Banglore,2,8052,12,5,2023,7,10,18,50,11,40
Air India,Delhi,Cochin,1,8275,9,3,2023,17,45,23,0,5,15
Jet Airways,Kolkata,Banglore,2,9900,6,6,2023,8,25,19,50,11,25
Jet Airways,Delhi,Cochin,1,13812,18,5,2023,5,30,19,0,14,30
Multiple carriers,Delhi,Cochin,1,5946,9,5,2023,7,10,16,10,9,0
Jet Airways,Kolkata,Banglore,1,13399,9,6,2023,17,0,23,35,6,35
IndiGo,Banglore,Delhi,0,4403,18,5,2023,7,10,10,5,3,55
IndiGo,Kolkata,Banglore,0,3810,12,4,2023,15,15,17,45,1,30
Jet Airways,Delhi,Cochin,1,17504,9,3,2023,15,55,4,25,13,30
SpiceJet,Banglore,Delhi,1,4038,12,4,2023,5,55,8,35,1,40
SpiceJet,Kolkata,Banglore,0,3536,12,6,2023,6,55,9,30,1,35
IndiGo,Delhi,Cochin,0,6563,3,6,2023,21,50,3,35,6,45
Jet Airways,Kolkata,Banglore,2,12536,6,6,2023,6,30,4,40,20,10
Jet Airways,Kolkata,Banglore,2,12920,12,5,2023,9,35,10,55,20,20
Air India,Chennai,Kolkata,0,4261,21,5,2023,11,40,13,55,3,15
Jet Airways,Delhi,Cochin,1,8065,21,3,2023,19,10,4,25,20,15
Jet Airways,Kolkata,Banglore,0,10469,1,5,2023,20,25,19,10,20,45
Vistara,Mumbai,Hyderabad,1,11316,6,3,2023,8,45,16,45,7,0
Multiple carriers,Delhi,Cochin,2,7174,21,5,2023,17,15,0,55,8,40
IndiGo,Kolkata,Banglore,0,4386,24,5,2023,20,20,22,55,1,35
Jet Airways,Kolkata,Banglore,0,12297,9,6,2023,20,25,9,45,13,20
IndiGo,Delhi,Cochin,1,7005,6,3,2023,14,30,17,35,4,5
Jet Airways,Kolkata,Banglore,2,12920,9,6,2023,17,0,18,0,20,0
Jet Airways,Delhi,Cochin,2,9369,24,6,2023,15,0,12,35,20,35
Jet Airways,Delhi,Cochin,3,11881,24,6,2023,9,40,12,35,20,55
Jet Airways,Delhi,Cochin,0,11296,9,5,2023,13,0,19,0,5,0
Jet Airways,Delhi,Cochin,2,10407,18,5,2023,10,0,19,0,10,0
SpiceJet,Banglore,Delhi,0,3625,6,5,2023,9,30,12,20,1,50
Multiple carriers,Delhi,Cochin,0,5484,27,6,2023,6,0,21,0,14,0
Air India,Banglore,Delhi,2,5827,15,3,2023,10,30,22,55,12,25
IndiGo,Banglore,Delhi,0,5240,12,5,2023,8,30,11,20,2,50
SpiceJet,Mumbai,Hyderabad,0,1794,15,6,2023,13,15,14,45,1,30
Multiple carriers,Delhi,Cochin,3,5418,21,3,2023,7,10,21,20,13,10
IndiGo,Kolkata,Banglore,1,3810,6,4,2023,9,35,12,20,1,45
IndiGo,Delhi,Cochin,0,7064,21,3,2023,4,45,13,20,7,35
Air India,Delhi,Cochin,1,9532,24,5,2023,22,0,19,15,20,15
Air India,Mumbai,Hyderabad,1,2830,15,3,2023,21,5,22,25,2,20
Jet Airways,Delhi,Cochin,1,13434,6,6,2023,17,30,19,0,20,30
Vistara,Kolkata,Banglore,2,8340,9,6,2023,17,0,18,50,20,50
Air India,Kolkata,Banglore,2,7206,1,4,2023,16,50,18,30,20,40
Jet Airways,Kolkata,Banglore,0,11066,6,5,2023,17,0,23,35,5,35
Air India,Delhi,Cochin,0,5563,9,6,2023,14,10,17,10,4,0
IndiGo,Banglore,Delhi,0,4038,9,6,2023,10,10,13,0,3,50
Jet Airways,Banglore,Delhi,1,7150,21,3,2023,20,35,7,40,12,5
Vistara,Banglore,Delhi,1,4933,3,4,2023,11,30,14,20,1,50
SpiceJet,Kolkata,Banglore,0,3506,1,4,2023,9,0,11,25,3,25
Jet Airways,Delhi,Cochin,1,10128,21,3,2023,10,45,4,25,17,40
Jet Airways,Banglore,Delhi,0,6600,24,4,2023,19,50,22,50,3,0
IndiGo,Banglore,Delhi,0,4403,27,5,2023,16,55,19,55,4,0
Jet Airways,Kolkata,Banglore,0,10469,1,5,2023,9,35,19,10,8,35
IndiGo,Kolkata,Banglore,0,5579,1,5,2023,7,10,12,40,4,30
Jet Airways,Kolkata,Banglore,1,7364,9,5,2023,17,0,10,55,18,55
IndiGo,Delhi,Cochin,2,6626,27,3,2023,4,45,21,0,17,15
Air India,Delhi,Cochin,0,4317,27,3,2023,5,10,8,0,3,50
Multiple carriers,Delhi,Cochin,2,13818,6,3,2023,9,10,18,50,10,40
Air India,Kolkata,Banglore,3,11611,24,5,2023,9,25,1,20,16,55
Jet Airways,Mumbai,Hyderabad,1,5184,18,6,2023,2,55,4,20,1,25
IndiGo,Delhi,Cochin,0,4837,24,6,2023,6,50,12,10,6,20
Jet Airways,Banglore,Delhi,1,13526,6,3,2023,11,40,0,45,13,5
Jet Airways,Delhi,Cochin,1,11881,24,6,2023,5,30,4,25,20,55
SpiceJet,Kolkata,Banglore,0,4100,18,5,2023,9,0,11,25,2,25
Multiple carriers,Delhi,Cochin,0,10427,27,3,2023,10,20,18,50,7,30
Jet Airways,Banglore,Delhi,0,11215,18,3,2023,8,0,7,40,20,40
Jet Airways,Banglore,Delhi,1,6600,12,5,2023,6,0,8,45,2,45
IndiGo,Banglore,Delhi,0,4403,15,4,2023,7,10,10,5,2,55
Jet Airways,Delhi,Cochin,1,11776,27,6,2023,20,55,4,25,7,30
Multiple carriers,Delhi,Cochin,0,12405,27,6,2023,7,5,21,0,12,55
Jet Airways,Delhi,Cochin,0,11296,18,5,2023,9,0,4,25,20,25
Multiple carriers,Delhi,Cochin,0,5477,21,3,2023,7,10,22,20,15,10
Air India,Kolkata,Banglore,3,9958,18,5,2023,8,20,18,30,11,10
Jet Airways,Kolkata,Banglore,0,12920,6,6,2023,9,35,21,5,10,30
IndiGo,Banglore,Delhi,0,4191,12,5,2023,23,30,2,20,3,50
Jet Airways,Banglore,Delhi,1,17552,6,3,2023,14,5,20,20,5,15
Jet Airways,Kolkata,Banglore,2,8822,6,5,2023,14,5,12,0,20,55
Jet Airways,Kolkata,Banglore,2,9900,1,5,2023,6,30,18,15,12,45
Multiple carriers,Delhi,Cochin,1,12532,9,5,2023,13,0,21,0,9,0
Jet Airways,Kolkata,Banglore,1,12920,18,5,2023,9,35,21,5,10,30
Jet Airways,Delhi,Cochin,1,9369,27,6,2023,18,15,12,35,17,20
SpiceJet,Kolkata,Banglore,1,3536,12,6,2023,9,0,11,25,3,25
Jet Airways,Delhi,Cochin,3,11881,24,6,2023,19,30,4,25,9,55
Air India,Kolkata,Banglore,0,5030,21,6,2023,14,15,16,45,3,30
Jet Airways,Delhi,Cochin,3,15778,9,3,2023,10,45,4,25,17,40
Multiple carriers,Delhi,Cochin,3,6074,27,3,2023,9,45,21,20,11,35
IndiGo,Delhi,Cochin,0,11151,3,3,2023,9,55,15,10,4,15
Air India,Mumbai,Hyderabad,0,3309,1,5,2023,13,55,15,25,1,30
IndiGo,Banglore,Delhi,1,6263,3,3,2023,8,30,11,30,4,0
GoAir,Delhi,Cochin,0,3538,24,6,2023,10,35,19,35,8,0
Vistara,Banglore,Delhi,0,5124,27,4,2023,19,30,22,15,3,45
Air India,Delhi,Cochin,2,8190,27,3,2023,5,55,7,40,20,45
Jet Airways,Banglore,Delhi,1,3679,21,5,2023,19,50,22,50,3,0
IndiGo,Delhi,Cochin,2,7372,27,3,2023,15,0,1,35,11,35
Multiple carriers,Delhi,Cochin,0,6395,15,6,2023,6,0,21,0,16,0
IndiGo,Kolkata,Banglore,1,4362,6,3,2023,22,10,0,55,3,45
Vistara,Chennai,Kolkata,0,3366,9,5,2023,7,5,9,20,2,15
Jet Airways,Delhi,Cochin,2,9369,9,6,2023,11,30,4,25,16,55
Air India,Delhi,Cochin,3,13798,3,3,2023,5,55,7,40,20,45
IndiGo,Delhi,Cochin,0,6371,6,5,2023,10,35,1,30,13,55
Multiple carriers,Delhi,Cochin,0,6132,21,3,2023,7,5,16,10,8,5
Jet Airways,Banglore,Delhi,1,15280,6,3,2023,8,55,23,0,13,5
Air India,Banglore,Delhi,0,6566,15,3,2023,11,50,19,50,8,0
IndiGo,Kolkata,Banglore,1,3858,15,4,2023,6,20,10,30,3,10
Multiple carriers,Delhi,Cochin,2,8789,21,5,2023,8,30,19,0,11,30
Jet Airways,Delhi,Cochin,1,4343,3,4,2023,2,15,19,0,15,45
Jet Airways,Kolkata,Banglore,0,13303,24,5,2023,14,5,22,35,7,30
Air Asia,Kolkata,Banglore,2,4712,1,4,2023,6,50,10,30,4,40
Jet Airways,Kolkata,Banglore,2,9900,18,5,2023,16,30,16,20,20,50
SpiceJet,Kolkata,Banglore,0,3483,21,3,2023,9,0,11,30,3,30
Jet Airways,Banglore,Delhi,2,15759,6,3,2023,11,40,9,30,20,50
Jet Airways,Banglore,Delhi,2,15280,6,3,2023,21,25,7,40,9,15
SpiceJet,Kolkata,Banglore,0,3506,21,6,2023,9,0,11,25,1,25
Jet Airways,Kolkata,Banglore,0,9900,24,5,2023,14,5,20,45,6,40
IndiGo,Delhi,Cochin,1,6243,21,3,2023,10,45,21,0,10,15
